ID,Ordinal by runoff (prefer pre-dam),LATITUDE,LONGITUDE,RiverName,Country,Ocean,"Area, 10^3 km^2","Area, km^2",Length,Max_Elev,Elev_cat,Climate_T,Climate_R,Climate_S,Climate_Cd,Q_preferPredam (km^3/yr),Q_preferPredam (m^3/s),Q,PreDam_Q,Runoff,Runoff_preferPredam,TSS,PD_TSS,SedYield,SedConc,TDS,PD_TDS,DisYield,DisConc,"Arid Q (m^3/s), prefer predam","Subarid Q (m^3/s), prefer predam","Humid Q (m^3/s), prefer predam","Wet Q (m^3/s), prefer predam",VARIABLES FOR AREA PREDCITION and other metrics,COEFFICIENTS,Predicted  area using M&S2007,Error using M&S2007,,Predicted using this method,Error using this method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,275,72.96445000,121.35850000,Olenyok,Russia,Laptev Sea,220.00,220000.00,2300,>500,Upland,Ar,SA,S,Ar-SA-S,32,1014.0404672,32.00,,145.45,145.45,1.1,,0.01,34.38,4.1,,0.0186363636, 128.13 ,,1014.0404672,,,,,145794.966056963,0.6627043912,,199523.770341939,0.9069262288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,276,-14.80340000,129.60790000,Fitzmaurice,Australia,Timor Sea,11.00,11000.00,170,310,Lowland,Tr,SA,S,Tr-SA-S,1.6,50.70202336,1.60,,145.45,145.45,,,,,,,,,,50.70202336,,,,,3447.1091445819,0.3133735586,,9454.8859020274,0.859535082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,277,69.63777000,-163.05523000,Kukpowruk,USA,Chukchi Sea,8.10,8100.00,160,11,Mountain,Ar,SA,S,Ar-SA-S,1.2,38.02651752,1.20,,148.15,148.15,,,,,,,,,,38.02651752,,,,,2405.9223898524,0.2970274555,,7054.7111985956,0.8709519998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,278,-15.14480000,128.10800000,Pentecost,Australia,Timor Sea,29.00,29000.00,220,>1000,Mountain,Tr,SA,S,Tr-SA-S,4.3,136.26168778,4.30,,148.28,148.28,,,,,,,,,,136.26168778,,,,,11861.5276536331,0.409018195,,25864.0586241706,0.8918640905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,279,28.96700000,-89.28300000,Mississippi,USA,Gulf of Mexico,3300.00,3300000.00,5900,3700,High Mountain,Te,SA,Sp,Te-SA-Sp,490,15527.494654,490.00,,148.48,148.48,120,400,0.04,244.90,140,,0.0424242424, 285.71 ,,15527.494654,,,,,4416214.46844423,1.3382468086,,3208272.23086174,0.9722037063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,280,29.75000000,-94.72600000,Trinity,USA,Gulf of Mexico,46.00,46000.00,960,360,Lowland,STr,SA,Sp,STr-SA-Sp,7,221.8213522,7.00,,152.17,152.17,1.3,,0.03,185.71,1.2,,0.0260869565, 171.43 ,,221.8213522,,,,,21811.1018739662,0.4741543886,,42473.4628079005,0.923336148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,281,70.98421000,151.65951000,Indigirka,Russia,Siberian Sea,360.00,360000.00,2000,>2000,Mountain,Ar,SA,S,Ar-SA-S,55,1742.882053,55.00,,152.78,152.78,11,,0.03,200.00,1.6,,0.0044444444, 29.09 ,,1742.882053,,,,,286918.411730884,0.7969955881,,346275.099414681,0.9618752762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,282,32.81630100,35.01751400,Qishon,Israel,Mediterranean,1.10,1100.00,70,,,STr,A,W,STr-A-W,0.17,5.387089982,0.17,,154.55,154.55,,,,,,,,,,5.387089982,,,,,209.1058620445,0.1900962382,,965.0317735544,0.8773016123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,283,-29.87648000,31.06190000,Umgeni,South Africa,Indian,4.40,4400.00,230,1800,Mountain,STr,SA,S,STr-SA-S,0.68,21.548359928,0.68,,154.55,154.55,1.7,,0.39,2500.00,,,,,,21.548359928,,,,,1182.8813843004,0.2688366783,,3957.1972176698,0.899363004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,284,50.25061000,1.55576000,Somme,France,Atlantic,5.50,5500.00,240,>100,Lowland,Te,SA,W,Te-SA-W,0.85,26.93544991,0.85,,154.55,154.55,,,,,,,,,,26.93544991,,,,,1563.4309797725,0.2842601781,,4966.3106397784,0.9029655709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,285,-2.84443000,-40.13324000,Acaraú,Brazil,Atlantic,32.00,32000.00,240,400,Lowland,Tr,H,S,Tr-H-S,5,158.443823,5.00,,156.25,156.25,,,,,,,,,,158.443823,,,,,14322.4581405871,0.4475768169,,30155.8590867357,0.9423705965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,286,-29.21719000,31.48922000,Tugela,South Africa,Indian,29.00,29000.00,400,3100,High Mountain,STr,SA,S,STr-SA-S,4.6,145.76831716,4.60,,158.62,158.62,8.8,,0.30,1913.04,,,,,,145.76831716,,,,,12904.8317240114,0.4449941974,,27701.9780187518,0.9552406213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,287,36.54178000,-121.90253000,Carmel,USA,Pacific,0.63,630.00,55,>1000,Mountain,Te,SA,W,Te-SA-W,0.1,3.16887646,0.10,,158.73,158.73,0.6,,0.95,6000.00,,,,,,3.16887646,,,,,107.7221607682,0.1709875568,,562.2948780782,0.8925315525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,288,68.04292000,-104.00600000,Ellice,Canada,Arctic,17.00,17000.00,290,>200,Upland,Ar,SA,S,Ar-SA-S,2.7,85.55966442,2.70,,158.82,158.82,,,,,0.01,,0.0005882353, 3.70 ,,85.55966442,,,,,6629.9424928603,0.3899966172,,16105.3889075446,0.9473758181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,289,-23.85671000,151.31682000,Boyne,Australia,Pacific,2.50,2500.00,110,670,Upland,STr,SA,S,STr-SA-S,0.4,12.67550584,0.40,,160.00,160.00,0.3,,0.12,750.00,,,,,,12.67550584,,,,,609.368562906,0.2437474252,,2305.7393424938,0.922295737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,290,-11.09618000,-77.64344000,Huaura,Peru,Pacific,5.50,5500.00,140,4700,High Mountain,STr,SA,S,STr-SA-S,0.88,27.886112848,0.88,,160.00,160.00,,,,,,,,,,27.886112848,,,,,1632.7075326147,0.296855915,,5144.7881829322,0.9354160333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,291,53.94600000,8.77900000,Elbe,Germany,North Sea,150.00,150000.00,1100,>500,Upland,Te,SA,W,Te-SA-W,24,760.5303504,24.00,,160.00,160.00,0.84,,0.01,35.00,14,,0.0933333333, 583.33 ,,760.5303504,,,,,101758.127883927,0.6783875192,,148873.565646674,0.9924904376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,292,24.44094000,-107.55222000,Culiacan,Mexico,Gulf of California,18.00,18000.00,490,> 2600,Mountain,Tr,SA,S,Tr-SA-S,2.9,91.89741734,2.90,,161.11,161.11,1.6,,0.09,551.72,,,,,,91.89741734,,,,,7249.4081812418,0.402744899,,17320.5404104531,0.962252245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,293,-16.88706000,39.13511000,Ligonha,Mozambique,Indian,16.00,16000.00,290,>500,Upland,Tr,A,S,Tr-A-S,2.6,82.39078796,0.82,2.60,51.25,162.50,,,,,,,,,,82.39078796,,,,,6324.4351128565,0.3952771946,,15498.4105437571,0.968650659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,294,54.67622000,20.35964000,Pregolua,Russia,Baltic Sea,16.00,16000.00,190,>200,Lowland,Ar,SA,S,Ar-SA-S,2.6,82.39078796,2.60,,162.50,162.50,,,,,,,,,,82.39078796,,,,,6324.4351128565,0.3952771946,,15498.4105437571,0.968650659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,295,38.05127000,-0.53943000,Segura,Spain,Mediterranean,19.00,19000.00,340,1400,Mountain,Te,A,W,Te-A-W,3.1,98.23517026,0.80,3.10,42.11,163.16,1.1,,0.06,1375.00,,,,,,98.23517026,,,,,7879.6544665395,0.4147186561,,18537.1953909846,0.9756418627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,296,5.01496000,-1.61915000,Pra,Ghana,Gulf of Guinea,38.00,38000.00,450,550,Upland,Tr,SA,S,Tr-SA-S,6.2,196.47034052,6.20,,163.16,163.16,2.4,,0.06,387.10,,,,,,196.47034052,,,,,18741.0823107434,0.4931863766,,37537.6489778901,0.9878328678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,297,-34.02949000,23.39871000,Keurbooms,South Africa,Indian,1.10,1100.00,85,1300,Mountain,STr,SA,S,STr-SA-S,0.18,5.703977628,0.18,,163.64,163.64,0.2,,0.18,1111.11,,,,,,5.703977628,,,,,224.5927266003,0.204175206,,1022.845216793,0.929859288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,298,67.22204800,-95.29823900,Hayes,Canada,Hudson Bay,110.00,110000.00,480,>200,Lowland,Ar,SA,S,Ar-SA-S,18,570.3977628,18.00,,163.64,163.64,,,,,,,,,,570.3977628,,,,,71022.4561964363,0.6456586927,,111081.193535846,1.0098290321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,299,33.23300000,-79.20000000,Peedee,USA,Atlantic,42.00,42000.00,570,1100,Mountain,Te,H,Sp,Te-H-Sp,6.9,218.65247574,6.90,,164.29,164.29,0.43,0.86,0.01,62.32,0.39,,0.0092857143, 56.52 ,,218.65247574,,,,,21422.3159186077,0.5100551409,,41855.9081018151,0.9965692405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,300,49.43768000,0.26325000,Seine,France,Atlantic,79.00,79000.00,780,900,Upland,Te,SA,W,Te-SA-W,13,411.9539398,13.00,,164.56,164.56,0.7,3.5,0.01,53.85,7.7,,0.0974683544, 592.31 ,,411.9539398,,,,,47286.1816896131,0.5985592619,,79758.9502153037,1.0096069648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,301,54.38888000,18.95602000,Vistula,Poland,Baltic Sea,200.00,200000.00,1100,2500,Mountain,SAr,SA,S,SAr-SA-S,33,1045.7292318,33.00,,165.00,165.00,1.8,,0.01,54.55,19,,0.095, 575.76 ,,1045.7292318,,,,,151512.156999882,0.757560785,,205872.350976471,1.0293617549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,302,-24.53025000,152.05750000,Kolan,Australia,Pacific,3.00,3000.00,150,770,Upland,STr,SA,S,STr-SA-S,0.5,15.8443823,0.50,,166.67,166.67,0.3,,0.10,600.00,,,,,,15.8443823,,,,,805.4110090761,0.2684703364,,2893.7192662654,0.9645730888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,303,-25.16323000,46.45276000,Mandrare,Madagascar,Indian,12.00,12000.00,,1600,Mountain,Tr,SA,S,Tr-SA-S,2,63.3775292,2.00,,166.67,166.67,,,,,,,,,,63.3775292,,,,,4556.0926892801,0.3796743908,,11865.9490215602,0.9888290851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,304,20.70044000,-105.27217000,Ameca,Mexico,Pacific,12.00,12000.00,200,2600,Mountain,Tr,SA,S,Tr-SA-S,2,63.3775292,2.00,,166.67,166.67,4.2,,0.35,2100.00,0.56,,0.0466666667, 280.00 ,,63.3775292,,,,,4556.0926892801,0.3796743908,,11865.9490215602,0.9888290851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,305,57.08523000,23.73737000,Lielupe,Latvia,Baltic Sea,18.00,18000.00,310,<100,Coastal Plain,SAr,H,S,SAr-H-S,3,95.0662938,3.00,,166.67,166.67,,,,,0.98,,0.0544444444, 326.67 ,,95.0662938,,,,,7563.2181055577,0.4201787836,,17928.6862277867,0.9960381238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,306,-15.23440000,141.46130000,Mitchell,Australia,Gulf of Carpentaria,72.00,72000.00,560,300,Lowland,Tr,H,S,Tr-H-S,12,380.2651752,12.00,,166.67,166.67,0.43,,0.01,35.83,2.1,,0.0291666667, 175.00 ,,380.2651752,,,,,42784.0224802615,0.5942225344,,73518.1464499936,1.0210853674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,307,-12.24492200,131.86610300,Wildman,Australia,Timor Sea,4.80,4800.00,110,<100,Coastal Plain,Tr,SA,S,Tr-SA-S,0.8,25.35101168,0.80,,166.67,166.67,0.3,,0.06,375.00,,,,,,25.35101168,,,,,1449.3308613336,0.3019439294,,4669.1008131218,0.9727293361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,308,-29.38070000,31.33669000,Umvoti,South Africa,Indian,2.80,2800.00,200,1500,Mountain,STr,SA,S,STr-SA-S,0.47,14.893719362,0.47,,167.86,167.86,0.81,,0.29,1723.40,,,,,,14.893719362,,,,,745.4652072462,0.266237574,,2717.0825081199,0.97038661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,309,5.28028000,-4.32910000,Agneby,Ivory Coast,Gulf of Guinea,8.90,8900.00,210,<100,Coastal Plain,Tr,SA,S,Tr-SA-S,1.5,47.5331469,1.50,,168.54,168.54,1.5,,0.17,1000.00,,,,,,47.5331469,,,,,3179.9414963727,0.3572967973,,8853.7127059793,0.9947991804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,310,6.25652000,1.80551000,Mono,Togo,Gulf of Guinea,29.00,29000.00,500,420,Lowland,Tr,SA,W,Tr-SA-W,4.9,155.27494654,4.90,,168.97,168.97,1.6,,0.06,326.53,,,,,,155.27494654,,,,,13965.2963560736,0.4815619433,,29542.047587449,1.0186912961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,311,43.02568000,27.89007000,Kamchea,Bulgaria,Black Sea,5.30,5300.00,165,>500,Upland,Te,SA,W,Te-SA-W,0.9,28.51988814,0.30,0.90,56.60,169.81,0.46,1.1,0.09,1533.33,,,,,,28.51988814,,,,,1679.2222999644,0.3168343962,,5263.8340230968,0.9931762308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,312,72.59721000,114.06530000,Anabar,Russia,Laptev Sea,100.00,100000.00,940,>500,Upland,Ar,SA,S,Ar-SA-S,17,538.7089982,17.00,,170.00,170.00,0.4,,0.00,23.53,0.87,,0.0087, 51.18 ,,538.7089982,,,,,66125.0796153666,0.6612507962,,104802.642126586,1.0480264213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,313,-3.37368000,-44.80477000,Mearim,Brazil,Atlantic,100.00,100000.00,570,>200,Lowland,Tr,H,S,Tr-H-S,17,538.7089982,17.00,,170.00,170.00,0.7,,0.01,41.18,,,,,,538.7089982,,,,,66125.0796153666,0.6612507962,,104802.642126586,1.0480264213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,314,66.62749000,-95.77250000,Back,Canada,Arctic,94.00,94000.00,970,>200,Lowland,Ar,SA,S,Ar-SA-S,16,507.0202336,16.00,,170.21,170.21,,,,,0.18,,0.0019148936, 11.25 ,,507.0202336,,,,,61299.2321596687,0.6521194911,,98530.7076144534,1.0481990172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,315,-16.64675000,-72.75638000,Majes,Peru,Pacific,17.00,17000.00,400,5000,High Mountain,STr,SA,S,STr-SA-S,2.9,91.89741734,2.90,,170.59,170.59,,,,,,,,,,91.89741734,,,,,7249.4081812418,0.4264357754,,17320.5404104531,1.0188553183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,316,49.22245000,140.34882000,Tumnin,Russia,Sea of Japan,24.00,24000.00,320,>1000,Mountain,Ar,H,S,Ar-H-S,4.1,129.92393486,4.10,,170.83,170.83,,,,,,,,,,129.92393486,,,,,11175.9609880467,0.4656650412,,24640.0455387549,1.0266685641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,317,-6.83539000,-79.95558000,Chancay,Peru,Pacific,5.20,5200.00,100,>2000,Mountain,STr,SA,S,STr-SA-S,0.89,28.203000494,0.89,,171.15,171.15,,,,,,,,,,28.203000494,,,,,1655.9322508449,0.3184485098,,5204.3051120383,1.0008279062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,318,68.69007000,-134.23800000,MacKenzie,Canada,Beaufort Sea,1800.00,1800000.00,4200,3600,High Mountain,SAr,SA,S,SAr-SA-S,310,9823.517026,310.00,,172.22,172.22,100,,0.06,322.58,64,,0.0355555556, 206.45 ,,9823.517026,,,,,2491765.52893838,1.3843141827,,2013143.09832136,1.1184128324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,319,13.14763000,-87.43730000,Choluteca,Honduras,Pacific,6.30,6300.00,280,>1000,Mountain,Tr,SA,Au,Tr-SA-Au,1.1,34.85764106,1.10,,174.60,174.60,,,,,,,,,,34.85764106,,,,,2157.9725332372,0.3425353227,,6456.7457437332,1.0248802768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,320,-46.13323000,170.23820000,Taieri,New Zealand,Pacific,5.70,5700.00,200,>1000,Mountain,Te,SA,C,Te-SA-C,1,31.6887646,1.00,,175.44,175.44,0.32,,0.06,320.00,,,,,,31.6887646,,,,,1915.6010049897,0.3360703518,,5859.7547129732,1.0280271426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,321,11.57505000,-72.89440000,Rancheria,Colombia,Caribbean,2.20,2200.00,170,>1500,Mountain,Tr,SA,S,Tr-SA-S,0.39,12.358618194,0.39,,177.27,177.27,0.1,,0.05,256.41,,,,,,12.358618194,,,,,590.3856800178,0.2683571273,,2247.0764070018,1.0213983668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,322,-33.23310000,-53.67900000,Cebollati,Uruguay,Atlantic,18.00,18000.00,210,>100,Lowland,Te,H,W,Te-H-W,3.2,101.40404672,3.20,,177.78,177.78,,,,,,,,,,101.40404672,,,,,8198.6534418555,0.4554807468,,19146.0563818039,1.063669799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,323,35.07505000,138.65730000,Fuji,Japan,Pacific,3.90,3900.00,130,3800,High Mountain,STr,H,S,STr-H-S,0.7,22.18213522,0.70,,179.49,179.49,,,,,,,,,,22.18213522,,,,,1226.5283931668,0.3144944598,,4075.7014177152,1.0450516456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,324,-24.09298000,151.67359000,Baffle Creek,Australia,Pacific,3.90,3900.00,100,770,Upland,STr,SA,S,STr-SA-S,0.7,22.18213522,0.70,,179.49,179.49,0.4,,0.10,571.43,,,,,,22.18213522,,,,,1226.5283931668,0.3144944598,,4075.7014177152,1.0450516456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,325,71.21442000,132.18457000,Omoloy,Russia,Laptev Sea,39.00,39000.00,1600,>1500,Mountain,Ar,SA,S,Ar-SA-S,7,221.8213522,7.00,,179.49,179.49,0.04,,0.00,5.71,,,,,,221.8213522,,,,,21811.1018739662,0.5592590224,,42473.4628079005,1.0890631489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,326,-12.60193000,-38.02793000,Pojuca,Brazil,Atlantic,5.00,5000.00,,>100,Lowland,Tr,SA,S,Tr-SA-S,0.9,28.51988814,0.90,,180.00,180.00,,,,,,,,,,28.51988814,,,,,1679.2222999644,0.33584446,,5263.8340230968,1.0527668046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,327,65.53543000,-20.37784000,Vatnsdalsa,Iceland,Arctic,1.50,1500.00,70,>500,Upland,SAr,W,S,SAr-W-S,0.27,8.555966442,0.27,,180.00,180.00,,,,,,,,,,8.555966442,,,,,372.8290647371,0.2485527098,,1545.453374033,1.0303022494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,328,52.82253000,0.20929000,Nene,England,North Sea,1.60,1600.00,140,120,Lowland,Te,SA,W,Te-SA-W,0.29,9.189741734,0.29,,181.25,181.25,0.016,,0.01,55.17,,,,,,9.189741734,,,,,407.6641803485,0.2547901127,,1662.0578224516,1.038786139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,329,-30.81390000,153.09790000,Macleay,Australia,Tasman Sea,11.00,11000.00,400,1600,Mountain,STr,SA,S,STr-SA-S,2,63.3775292,2.00,,181.82,181.82,0.1,1.7,0.01,50.00,,,,,,63.3775292,,,,,4556.0926892801,0.4141902445,,11865.9490215602,1.0787226383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,330,68.55229000,160.76109000,Kolyma,Russia,Siberian Sea,660.00,660000.00,2100,2600,Mountain,Ar,A,S,Ar-A-S,120,3802.651752,120.00,,181.82,181.82,10,,0.02,83.33,10,,0.0151515152, 83.33 ,,3802.651752,,,,,760819.462552914,1.1527567614,,766143.036233529,1.1608227822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,331,-0.78915000,-80.53121000,Portoviejo,Ecuador,Pacific,2.20,2200.00,,>200,Lowland,Tr,SA,S,Tr-SA-S,0.4,12.67550584,0.40,,181.82,181.82,,,,,,,,,,12.67550584,,,,,609.368562906,0.2769857104,,2305.7393424938,1.0480633375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,332,64.19241000,-93.77500000,Quoich,Canada,Hudson Bay,29.00,29000.00,,>200,Lowland,Ar,A,S,Ar-A-S,5.3,167.95045238,5.30,,182.76,182.76,,,,,0.03,,0.0010344828, 5.66 ,,167.95045238,,,,,15404.581109385,0.531192452,,31998.596714697,1.1033998867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,333,-8.46914000,13.36224000,Dande,Angola,Atlantic,8.20,8200.00,290,1300,Mountain,STr,A,S,STr-A-S,1.5,47.5331469,1.50,,182.93,182.93,,,,,,,,,,47.5331469,,,,,3179.9414963727,0.3877977435,,8853.7127059793,1.0797210617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,334,29.96306000,48.54556000,Shatt el Arab,Iraq,Persian Gulf,420.00,420000.00,2500,>2500,Mountain,Te,A,W,Te-A-W,77,2440.0348742,46.00,77.00,109.52,183.33,,100,,,18,,0.0428571429, 391.30 ,,2440.0348742,,,,,436936.637995465,1.0403253286,,487716.251557918,1.1612291704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,335,64.15318000,-96.11040000,Thelon,Canada,Hudson Bay,240.00,240000.00,900,>200,Lowland,Ar,SA,S,Ar-SA-S,44,1394.3056424,44.00,,183.33,183.33,,,,,1.1,,0.0045833333, 25.00 ,,1394.3056424,,,,,217080.544290402,0.9045022679,,275914.850951259,1.1496452123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,336,53.10997000,140.70681000,Amur,Russia,Sea of Okhotsk,1900.00,1900000.00,4400,>2000,Mountain,Ar,SA,S,Ar-SA-S,350,11091.06761,350.00,,184.21,184.21,52,,0.03,148.57,26,,0.0136842105, 74.29 ,,11091.06761,,,,,2899947.34010408,1.5262880737,,2277850.66038358,1.1988687686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,337,-11.75001000,-37.51098000,Itapicuru,Brazil,Atlantic,43.00,43000.00,400,>500,Upland,Tr,SA,S,Tr-SA-S,8,253.5101168,8.00,,186.05,186.05,0.01,,0.00,1.25,,,,,,253.5101168,,,,,25773.1522904353,0.5993756347,,48657.3621096226,1.1315665607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,338,-39.85900000,-62.13800000,Colorado,Argentina,Atlantic,22.00,22000.00,1000,>3000,High Mountain,Te,A,Sp,Te-A-Sp,4.1,129.92393486,4.10,,186.36,186.36,6.9,,0.31,1682.93,3,,0.1363636364, 731.71 ,,129.92393486,,,,,11175.9609880467,0.5079982267,,24640.0455387549,1.1200020699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,339,51.49821000,0.57138000,Thames,England,North Sea,15.00,15000.00,350,330,Lowland,Te,SA,W,Te-SA-W,2.8,88.72854088,2.80,,186.67,186.67,0.04,,0.00,14.29,0.82,,0.0546666667, 292.86 ,,88.72854088,,,,,6938.2923530086,0.4625528235,,16712.770244684,1.114184683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,340,58.41600000,16.71600000,Vättern-Motalastrom,Sweden,Baltic Sea,15.00,15000.00,100,>100,Lowland,SAr,H,S,SAr-H-S,2.8,88.72854088,2.80,,186.67,186.67,,,,,,,,,,88.72854088,,,,,6938.2923530086,0.4625528235,,16712.770244684,1.114184683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,341,42.72350000,3.03412000,Tet,France,Mediterranean,1.60,1600.00,120,2400,Mountain,Te,H,W,Te-H-W,0.3,9.50662938,0.30,,187.50,187.50,0.5,,0.31,1666.67,,,,,,9.50662938,,,,,425.3110092183,0.2658193808,,1720.4147494837,1.0752592184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,342,8.81535000,79.92653000,Aruvi Aru,Sri Lanka,Indian,3.20,3200.00,160,>500,Upland,Tr,SA,Au,Tr-SA-Au,0.6,19.01325876,0.60,,187.50,187.50,,,,,,,,,,19.01325876,,,,,1011.5657565028,0.3161142989,,3483.8239334691,1.0886949792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,343,13.51700000,100.61700000,Chao Phraya,Thailand,Gulf of Thailand,160.00,160000.00,1200,>1000,Mountain,Tr,H,S,Tr-H-S,30,950.662938,30.00,,187.50,187.50,3,30,0.02,100.00,5.3,,0.033125, 176.67 ,,950.662938,,,,,134495.150307468,0.8405946894,,186837.383224532,1.1677336452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
